time,x,y,yaw
423.04,2.963555708660524e-14,1.551854797616725e-30,-9.258992066176773e-16
423.06,2.9635559651932674e-14,1.5518524223741976e-30,-9.259029302590806e-16
423.08,2.963556461583137e-14,1.5518478262553144e-30,-9.259095739671643e-16
423.1,2.963556697617774e-14,1.5518456408062333e-30,-9.258940919064636e-16
423.12,2.963557088666498e-14,1.55184202011296e-30,-9.258943472816434e-16
423.14,2.9635572110570243e-14,1.5518408869091813e-30,-9.258876438856142e-16
423.16,2.9635576594301466e-14,1.5518367354697211e-30,-9.258849777918504e-16
423.18,2.963557756700613e-14,1.5518358348484808e-30,-9.258917671268915e-16
423.2,2.963557905481298e-14,1.5518344572579411e-30,-9.259070650608305e-16
423.22,2.963558385305807e-14,1.5518300145202479e-30,-9.259087558263297e-16
423.24,2.963558059287177e-14,1.5518330331633857e-30,-9.259179075975812e-16
423.26,2.963558553906128e-14,1.5518284534309612e-30,-9.259104251210862e-16
423.28,2.9635585662048404e-14,1.5518283395487023e-30,-9.25920625123877e-16
423.3,2.9635587069763e-14,1.551827036107895e-30,-9.259041192703585e-16
423.32,2.963558657446185e-14,1.5518274947075424e-30,-9.258979624795057e-16
423.34,2.963558731741185e-14,1.5518268068108771e-30,-9.259028957288244e-16
423.36,2.9635594066799806e-14,1.5518205575473889e-30,-9.259006182352158e-16
423.38,2.963559283971812e-14,1.5518216937153522e-30,-9.25902628892537e-16
423.4,2.9635597716093477e-14,1.5518171786921601e-30,-9.258963189851235e-16
423.42,2.9635599967559134e-14,1.551815094074786e-30,-9.258848564266414e-16
423.44,2.96356037042226e-14,1.5518116343758619e-30,-9.258776519602227e-16
423.46,2.9635605327754935e-14,1.551810131174962e-30,-9.2588311118326e-16
423.48,2.9635604831727496e-14,1.5518105904292846e-30,-9.25878269141203e-16
423.5,2.9635606829433684e-14,1.5518087408157131e-30,-9.258739268675046e-16
423.52,2.963561006103868e-14,1.551805748762573e-30,-9.258747038175884e-16
423.54,2.9635609259753395e-14,1.5518064906464281e-30,-9.258735745168017e-16
423.56,2.963561526429045e-14,1.5518009311937329e-30,-9.258735087470542e-16
423.58,2.963561462356282e-14,1.5518015244423908e-30,-9.258690293937063e-16
423.6,2.9635618695749343e-14,1.5517977541341964e-30,-9.25872896807392e-16
423.62,2.963562114797069e-14,1.5517954836786949e-30,-9.258820287442821e-16
423.64,2.9635624399463056e-14,1.5517924731704585e-30,-9.258837076026202e-16
423.66,2.9635626580213506e-14,1.5517904540371346e-30,-9.258893753555e-16
423.68,2.9635621231645483e-14,1.551795406201037e-30,-9.258830756860339e-16
423.7,2.9635619823083433e-14,1.5517967103689582e-30,-9.258862023503366e-16
423.72,2.9635623180697526e-14,1.5517936016029721e-30,-9.258833008894929e-16
423.74,2.9635625895331366e-14,1.5517910881882896e-30,-9.258787349312715e-16
423.76,2.96356257581297e-14,1.5517912152243644e-30,-9.258843634407982e-16
423.78,2.963562968635484e-14,1.551787578150838e-30,-9.258742343772395e-16
423.8,2.9635632232965195e-14,1.5517852203019156e-30,-9.258800925419883e-16
423.82,2.9635634244288586e-14,1.5517833580544695e-30,-9.258685115012998e-16
423.84,2.963563842457456e-14,1.551779487657867e-30,-9.258603468732405e-16
423.86,2.9635641257059524e-14,1.5517768651936037e-30,-9.258490702519717e-16
423.88,2.9635638823616334e-14,1.551779118199795e-30,-9.258513308127598e-16
423.9,2.963563885812345e-14,1.5517790862577224e-30,-9.258571105230197e-16
423.92,2.963564154253074e-14,1.5517766008977237e-30,-9.258472827680075e-16
423.94,2.963564090518032e-14,1.5517771909812167e-30,-9.258443388707701e-16
423.96,2.9635641753056424e-14,1.551776405973237e-30,-9.25845842650376e-16
423.98,2.963564283761475e-14,1.5517754018525336e-30,-9.258584585428918e-16
424.0,2.963564257096566e-14,1.5517756487188594e-30,-9.25859358413124e-16
424.02,2.963564654882176e-14,1.551771965814157e-30,-9.2585142657167e-16
424.04,2.9635647740680975e-14,1.5517708623454555e-30,-9.258438450487029e-16
424.06,2.963564944973484e-14,1.5517692800181644e-30,-9.258416765944462e-16
424.08,2.9635650181813135e-14,1.5517686022249738e-30,-9.25838516534427e-16
424.1,2.9635652114426446e-14,1.5517668129361124e-30,-9.258410301334578e-16
424.12,2.9635652492295035e-14,1.5517664630850499e-30,-9.258301215810558e-16
424.14,2.963565462495551e-14,1.5517644886616187e-30,-9.258050203210444e-16
424.16,2.9635657640162385e-14,1.5517616972043527e-30,-9.257826551425047e-16
424.18,2.963565923491929e-14,1.551760220804711e-30,-9.257885904305712e-16
424.2,2.963566222726481e-14,1.551757450532317e-30,-9.257809270345232e-16
424.22,2.963566447710392e-14,1.5517553676808888e-30,-9.25777879751621e-16
424.24,2.9635669562256133e-14,1.5517506599474549e-30,-9.257759370497444e-16
424.26,2.963567460736534e-14,1.5517459893431597e-30,-9.257659371165312e-16
424.28,2.963567566378857e-14,1.5517450113414072e-30,-9.25758173103594e-16
424.3,2.9635680108541084e-14,1.5517408966155171e-30,-9.25748166760176e-16
424.32,2.963568201520409e-14,1.55173913153982e-30,-9.257314788252385e-16
424.34,2.9635684992118725e-14,1.5517363757128178e-30,-9.257200401079946e-16
424.36,2.963569089967623e-14,1.5517309069613221e-30,-9.257162629854507e-16
424.38,2.9635692570082936e-14,1.5517293606383767e-30,-9.257144521228048e-16
424.4,2.963569526384865e-14,1.551726867005179e-30,-9.256980801493949e-16
424.42,2.9635697151824686e-14,1.5517251193195876e-30,-9.256965973972235e-16
424.44,2.9635699619843656e-14,1.551722834686013e-30,-9.256908910303597e-16
424.46,2.963570049585198e-14,1.5517220237575196e-30,-9.256774350332128e-16
424.48,2.963570148322964e-14,1.5517211097765726e-30,-9.256723775738002e-16
424.5,2.963570847209153e-14,1.5517146404422043e-30,-9.256597452986787e-16
424.52,2.963570740460539e-14,1.5517156285729072e-30,-9.256620709835003e-16
424.54,2.963571020258554e-14,1.5517130385816109e-30,-9.256650680015108e-16
424.56,2.9635714298541016e-14,1.5517092470672952e-30,-9.256844557546469e-16
424.58,2.963571025185011e-14,1.5517129930418315e-30,-9.25686517868434e-16
424.6,2.963571047254364e-14,1.5517127887449127e-30,-9.25691698086326e-16
424.62,2.963571589179602e-14,1.551707772224438e-30,-9.256746168183519e-16
424.64,2.963571888574195e-14,1.5517050008058605e-30,-9.256780202490758e-16
424.66,2.963572140760253e-14,1.5517026663563306e-30,-9.256872963771491e-16
424.68,2.9635722373213326e-14,1.5517017724951287e-30,-9.256864509407017e-16
424.7,2.9635722541133326e-14,1.5517016170471193e-30,-9.256939554330108e-16
424.72,2.963572225071672e-14,1.5517018858750393e-30,-9.25706028394312e-16
424.74,2.963572516955675e-14,1.5516991838943505e-30,-9.256923732164918e-16
424.76,2.9635729113623845e-14,1.551695532905622e-30,-9.256901658035347e-16
424.78,2.963572805239221e-14,1.5516965152492743e-30,-9.256908289584292e-16
424.8,2.9635732260717783e-14,1.5516926196682655e-30,-9.256773556396954e-16
424.82,2.963573581794554e-14,1.5516893268323874e-30,-9.25679229815781e-16
424.84,2.9635734632709554e-14,1.5516904239747371e-30,-9.256754121899944e-16
424.86,2.9635738500018347e-14,1.5516868441039837e-30,-9.256791677068056e-16
424.88,2.963574079569162e-14,1.5516847190426175e-30,-9.256676711373587e-16
424.9,2.963574157868648e-14,1.5516839942614956e-30,-9.25647779515775e-16
424.92,2.9635738995722346e-14,1.5516863851820616e-30,-9.256533105542006e-16
424.94,2.9635739875161825e-14,1.5516855711198016e-30,-9.256490286049797e-16
424.96,2.963574253498413e-14,1.5516831090619122e-30,-9.256382727187619e-16
424.98,2.9635748013420647e-14,1.5516780379935913e-30,-9.25646010447406e-16
425.0,2.963574882362734e-14,1.5516772880436398e-30,-9.256414172385525e-16
425.02,2.963575027544556e-14,1.5516759441915036e-30,-9.256259155429461e-16
425.04,2.9635756782703506e-14,1.551669920901456e-30,-9.256145460960359e-16
425.06,2.963576023363944e-14,1.5516667266696181e-30,-9.256175426783586e-16
425.08,2.963576374123307e-14,1.5516634799757174e-30,-9.256206523037706e-16
425.1,2.9635761170698424e-14,1.5516658593069273e-30,-9.2561624834918e-16
425.12,2.9635766164817383e-14,1.5516612366343192e-30,-9.256250102990723e-16
425.14,2.963577014794568e-14,1.5516575497627112e-30,-9.256127684409947e-16
425.16,2.963577115366176e-14,1.5516566188660188e-30,-9.25618962511e-16
425.18,2.963577434391897e-14,1.5516536658980054e-30,-9.256201181884553e-16
425.2,2.963577745770251e-14,1.5516507837012465e-30,-9.256333480930654e-16
425.22,2.963578205094073e-14,1.5516465320181247e-30,-9.25638677889745e-16
425.24,2.9635784909739844e-14,1.551643885786622e-30,-9.256491101932501e-16
425.26,2.9635788833102246e-14,1.5516402541214719e-30,-9.256491239811504e-16
425.28,2.9635792093611335e-14,1.5516372360331551e-30,-9.256368057698726e-16
425.3,2.963579615279611e-14,1.5516334787282951e-30,-9.256346638383187e-16
425.32,2.9635797077561883e-14,1.5516326227332564e-30,-9.256279063463738e-16
425.34,2.963579727996034e-14,1.551632435391605e-30,-9.256229377718163e-16
425.36,2.9635797113604484e-14,1.551632589369676e-30,-9.256185891009925e-16
425.38,2.9635799966463856e-14,1.5516299487276626e-30,-9.256048595141199e-16
425.4,2.963579976589429e-14,1.551630134375593e-30,-9.256052291055672e-16
425.42,2.963579986443818e-14,1.551630043152573e-30,-9.25615681477252e-16
425.44,2.963580441582921e-14,1.5516258303252437e-30,-9.255969794567774e-16
425.46,2.963580574923419e-14,1.5516245961106762e-30,-9.255937906103719e-16
425.48,2.9635808737904666e-14,1.5516218298749214e-30,-9.255793243016298e-16
425.5,2.963580598217019e-14,1.5516243805234116e-30,-9.255775279676245e-16
425.52,2.963580572456123e-14,1.5516246189648226e-30,-9.25579857575625e-16
425.54,2.963580663679051e-14,1.551623774638497e-30,-9.25562958014061e-16
425.56,2.963581041436293e-14,1.55162027829376e-30,-9.255420945523191e-16
425.58,2.963581460087971e-14,1.5516164034836177e-30,-9.255492703920958e-16
425.6,2.963581786484234e-14,1.5516133825224542e-30,-9.255551929748632e-16
425.62,2.963582123811837e-14,1.551610260357228e-30,-9.255572795384001e-16
425.64,2.9635822822826386e-14,1.5516087936187734e-30,-9.255557897732395e-16
425.66,2.963582856568779e-14,1.5516034782402184e-30,-9.255685334281529e-16
425.68,2.963583371048541e-14,1.5515987164076366e-30,-9.255583010352067e-16
425.7,2.9635837585294477e-14,1.5515951300755154e-30,-9.255447794757984e-16
425.72,2.963583756827872e-14,1.5515951458186858e-30,-9.255366505363586e-16
425.74,2.963583783153726e-14,1.5515949021471548e-30,-9.255242495053828e-16
425.76,2.963584015516696e-14,1.5515927515698425e-30,-9.255087088187957e-16
425.78,2.963584214234797e-14,1.5515909124195337e-30,-9.254997795303483e-16
425.8,2.9635845336922257e-14,1.5515879558514856e-30,-9.254991962188113e-16
425.82,2.963584911198687e-14,1.5515844620662927e-30,-9.254907557725416e-16
